cmpt_id,cmpt_name,cmpt_version,app_id,app_name,app_version,license,status,requester,description,monitoring_id,monitoring_digest,issue_count
00006800,cmpt_6800,51.43.79,00000017,cmpt_17,51.43.79,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_17,00006800,na,0
00006801,cmpt_6801,83.80.1,00006800,cmpt_6800,51.43.79,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_6800,00006801,na,0
00006802,cmpt_6802,86.49.15,00006801,cmpt_6801,83.80.1,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_6801,00006802,na,0
00006803,cmpt_6803,33.30.63,00006802,cmpt_6802,86.49.15,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_6802,00006803,na,0
00006804,cmpt_6804,49.44.91,00000017,cmpt_17,51.43.79,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_17,00006804,na,0
00006805,cmpt_6805,92.41.87,00006804,cmpt_6804,49.44.91,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_6804,00006805,na,0
00006806,cmpt_6806,20.30.39,00006805,cmpt_6805,92.41.87,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_6805,00006806,na,0
00006807,cmpt_6807,97.9.60,00006806,cmpt_6806,20.30.39,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_6806,00006807,na,0
00006808,cmpt_6808,95.52.48,00006807,cmpt_6807,97.9.60,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_6807,00006808,na,0
00006809,cmpt_6809,97.59.15,00006808,cmpt_6808,95.52.48,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_6808,00006809,na,0
00006810,cmpt_6810,25.93.10,00000017,cmpt_17,51.43.79,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_17,00006810,na,0
00006811,cmpt_6811,96.67.77,00006810,cmpt_6810,25.93.10,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_6810,00006811,na,0
00006812,cmpt_6812,72.58.78,00006811,cmpt_6811,96.67.77,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_6811,00006812,na,0
