cmpt_id,cmpt_name,cmpt_version,app_id,app_name,app_version,license,status,requester,description,monitoring_id,monitoring_digest,issue_count
00004800,cmpt_4800,4.17.78,00000012,cmpt_12,4.17.78,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_12,00004800,na,0
00004801,cmpt_4801,80.51.79,00004800,cmpt_4800,4.17.78,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_4800,00004801,na,0
00004802,cmpt_4802,56.65.19,00004801,cmpt_4801,80.51.79,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_4801,00004802,na,0
00004803,cmpt_4803,12.46.100,00004802,cmpt_4802,56.65.19,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_4802,00004803,na,0
00004804,cmpt_4804,66.72.32,00004803,cmpt_4803,12.46.100,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_4803,00004804,na,0
00004805,cmpt_4805,29.15.12,00004804,cmpt_4804,66.72.32,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_4804,00004805,na,0
00004806,cmpt_4806,19.65.81,00000012,cmpt_12,4.17.78,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_12,00004806,na,0
00004807,cmpt_4807,68.72.59,00004806,cmpt_4806,19.65.81,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_4806,00004807,na,0
00004808,cmpt_4808,9.9.9,00004807,cmpt_4807,68.72.59,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_4807,00004808,na,0
00004809,cmpt_4809,40.61.21,00004808,cmpt_4808,9.9.9,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_4808,00004809,na,0
00004810,cmpt_4810,36.81.64,00004809,cmpt_4809,40.61.21,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_4809,00004810,na,0
00004811,cmpt_4811,54.76.73,00004810,cmpt_4810,36.81.64,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_4810,00004811,na,0
00004812,cmpt_4812,11.96.19,00000012,cmpt_12,4.17.78,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_12,00004812,na,0
00004813,cmpt_4813,20.61.37,00004812,cmpt_4812,11.96.19,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_4812,00004813,na,0
00004814,cmpt_4814,76.24.50,00004813,cmpt_4813,20.61.37,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_4813,00004814,na,0
00004815,cmpt_4815,35.97.40,00004814,cmpt_4814,76.24.50,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_4814,00004815,na,0
00004816,cmpt_4816,45.22.27,00004815,cmpt_4815,35.97.40,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_4815,00004816,na,0
00004817,cmpt_4817,68.1.55,00004816,cmpt_4816,45.22.27,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_4816,00004817,na,0
00004818,cmpt_4818,89.78.59,00000012,cmpt_12,4.17.78,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_12,00004818,na,0
00004819,cmpt_4819,94.100.14,00004818,cmpt_4818,89.78.59,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_4818,00004819,na,0
