cmpt_id,cmpt_name,cmpt_version,app_id,app_name,app_version,license,status,requester,description,monitoring_id,monitoring_digest,issue_count
00009200,cmpt_9200,65.58.31,00000023,cmpt_23,65.58.31,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_23,00009200,na,0
00009201,cmpt_9201,98.63.72,00009200,cmpt_9200,65.58.31,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_9200,00009201,na,0
00009202,cmpt_9202,46.49.86,00009201,cmpt_9201,98.63.72,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_9201,00009202,na,0
00009203,cmpt_9203,47.72.21,00009202,cmpt_9202,46.49.86,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_9202,00009203,na,0
00009204,cmpt_9204,68.55.74,00000023,cmpt_23,65.58.31,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_23,00009204,na,0
00009205,cmpt_9205,76.72.7,00009204,cmpt_9204,68.55.74,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_9204,00009205,na,0
00009206,cmpt_9206,97.88.25,00009205,cmpt_9205,76.72.7,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_9205,00009206,na,0
00009207,cmpt_9207,37.24.69,00009206,cmpt_9206,97.88.25,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_9206,00009207,na,0
00009208,cmpt_9208,10.3.71,00009207,cmpt_9207,37.24.69,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_9207,00009208,na,0
00009209,cmpt_9209,31.65.8,00009208,cmpt_9208,10.3.71,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_9208,00009209,na,0
00009210,cmpt_9210,25.40.71,00000023,cmpt_23,65.58.31,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_23,00009210,na,0
00009211,cmpt_9211,28.99.37,00009210,cmpt_9210,25.40.71,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_9210,00009211,na,0
00009212,cmpt_9212,94.50.96,00009211,cmpt_9211,28.99.37,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_9211,00009212,na,0
00009213,cmpt_9213,100.52.60,00009212,cmpt_9212,94.50.96,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_9212,00009213,na,0
00009214,cmpt_9214,35.38.28,00009213,cmpt_9213,100.52.60,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_9213,00009214,na,0
00009215,cmpt_9215,3.30.17,00009214,cmpt_9214,35.38.28,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_9214,00009215,na,0
00009216,cmpt_9216,68.25.68,00000023,cmpt_23,65.58.31,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_23,00009216,na,0
00009217,cmpt_9217,33.52.68,00009216,cmpt_9216,68.25.68,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_9216,00009217,na,0
00009218,cmpt_9218,88.41.72,00009217,cmpt_9217,33.52.68,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_9217,00009218,na,0
00009219,cmpt_9219,28.2.5,00009218,cmpt_9218,88.41.72,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_9218,00009219,na,0
00009220,cmpt_9220,3.67.22,00009219,cmpt_9219,28.2.5,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_9219,00009220,na,0
00009221,cmpt_9221,70.51.77,00009220,cmpt_9220,3.67.22,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_9220,00009221,na,0
00009222,cmpt_9222,12.59.41,00000023,cmpt_23,65.58.31,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_23,00009222,na,0
00009223,cmpt_9223,21.74.61,00009222,cmpt_9222,12.59.41,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_9222,00009223,na,0
