cmpt_id,cmpt_name,cmpt_version,app_id,app_name,app_version,license,status,requester,description,monitoring_id,monitoring_digest,issue_count
00008800,cmpt_8800,40.67.44,00000022,cmpt_22,40.67.44,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_22,00008800,na,0
00008801,cmpt_8801,73.9.96,00008800,cmpt_8800,40.67.44,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_8800,00008801,na,0
00008802,cmpt_8802,26.58.72,00000022,cmpt_22,40.67.44,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_22,00008802,na,0
00008803,cmpt_8803,92.41.26,00008802,cmpt_8802,26.58.72,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_8802,00008803,na,0
00008804,cmpt_8804,90.35.57,00008803,cmpt_8803,92.41.26,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_8803,00008804,na,0
00008805,cmpt_8805,17.55.19,00008804,cmpt_8804,90.35.57,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_8804,00008805,na,0
00008806,cmpt_8806,6.20.97,00008805,cmpt_8805,17.55.19,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_8805,00008806,na,0
00008807,cmpt_8807,78.95.55,00008806,cmpt_8806,6.20.97,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_8806,00008807,na,0
00008808,cmpt_8808,32.26.95,00000022,cmpt_22,40.67.44,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_22,00008808,na,0
00008809,cmpt_8809,87.96.92,00008808,cmpt_8808,32.26.95,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_8808,00008809,na,0
00008810,cmpt_8810,99.96.61,00008809,cmpt_8809,87.96.92,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_8809,00008810,na,0
00008811,cmpt_8811,95.89.76,00008810,cmpt_8810,99.96.61,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_8810,00008811,na,0
00008812,cmpt_8812,7.85.16,00008811,cmpt_8811,95.89.76,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_8811,00008812,na,0
00008813,cmpt_8813,16.7.42,00008812,cmpt_8812,7.85.16,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_8812,00008813,na,0
00008814,cmpt_8814,21.23.29,00000022,cmpt_22,40.67.44,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_22,00008814,na,0
00008815,cmpt_8815,53.82.37,00008814,cmpt_8814,21.23.29,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_8814,00008815,na,0
00008816,cmpt_8816,62.5.68,00008815,cmpt_8815,53.82.37,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_8815,00008816,na,0
00008817,cmpt_8817,45.30.73,00008816,cmpt_8816,62.5.68,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_8816,00008817,na,0
00008818,cmpt_8818,16.48.61,00008817,cmpt_8817,45.30.73,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_8817,00008818,na,0
00008819,cmpt_8819,67.48.15,00008818,cmpt_8818,16.48.61,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_8818,00008819,na,0
00008820,cmpt_8820,39.3.32,00000022,cmpt_22,40.67.44,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_22,00008820,na,0
00008821,cmpt_8821,87.72.59,00008820,cmpt_8820,39.3.32,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_8820,00008821,na,0
00008822,cmpt_8822,25.88.97,00008821,cmpt_8821,87.72.59,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_8821,00008822,na,0
00008823,cmpt_8823,57.81.52,00008822,cmpt_8822,25.88.97,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_8822,00008823,na,0
00008824,cmpt_8824,13.6.44,00008823,cmpt_8823,57.81.52,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_8823,00008824,na,0
00008825,cmpt_8825,14.82.79,00008824,cmpt_8824,13.6.44,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_8824,00008825,na,0
00008826,cmpt_8826,81.27.47,00000022,cmpt_22,40.67.44,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_22,00008826,na,0
00008827,cmpt_8827,86.80.80,00008826,cmpt_8826,81.27.47,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_8826,00008827,na,0
00008828,cmpt_8828,44.95.91,00008827,cmpt_8827,86.80.80,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_8827,00008828,na,0
00008829,cmpt_8829,29.82.85,00008828,cmpt_8828,44.95.91,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_8828,00008829,na,0
00008830,cmpt_8830,2.62.72,00008829,cmpt_8829,29.82.85,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_8829,00008830,na,0
00008831,cmpt_8831,85.38.64,00008830,cmpt_8830,2.62.72,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_8830,00008831,na,0
00008832,cmpt_8832,3.56.27,00000022,cmpt_22,40.67.44,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_22,00008832,na,0
00008833,cmpt_8833,31.30.22,00008832,cmpt_8832,3.56.27,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_8832,00008833,na,0
00008834,cmpt_8834,98.79.68,00008833,cmpt_8833,31.30.22,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_8833,00008834,na,0
00008835,cmpt_8835,17.46.25,00008834,cmpt_8834,98.79.68,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_8834,00008835,na,0
00008836,cmpt_8836,83.69.55,00008835,cmpt_8835,17.46.25,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_8835,00008836,na,0
00008837,cmpt_8837,23.93.31,00008836,cmpt_8836,83.69.55,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_8836,00008837,na,0
00008838,cmpt_8838,35.2.70,00000022,cmpt_22,40.67.44,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_22,00008838,na,0
00008839,cmpt_8839,67.21.66,00008838,cmpt_8838,35.2.70,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_8838,00008839,na,0
00008840,cmpt_8840,13.70.20,00008839,cmpt_8839,67.21.66,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_8839,00008840,na,0
00008841,cmpt_8841,98.34.86,00008840,cmpt_8840,13.70.20,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_8840,00008841,na,0
00008842,cmpt_8842,44.50.78,00008841,cmpt_8841,98.34.86,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_8841,00008842,na,0
00008843,cmpt_8843,26.100.95,00008842,cmpt_8842,44.50.78,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_8842,00008843,na,0
00008844,cmpt_8844,27.61.54,00000022,cmpt_22,40.67.44,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_22,00008844,na,0
00008845,cmpt_8845,5.92.26,00008844,cmpt_8844,27.61.54,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_8844,00008845,na,0
00008846,cmpt_8846,22.92.88,00008845,cmpt_8845,5.92.26,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_8845,00008846,na,0
00008847,cmpt_8847,61.100.92,00008846,cmpt_8846,22.92.88,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_8846,00008847,na,0
00008848,cmpt_8848,65.27.68,00008847,cmpt_8847,61.100.92,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_8847,00008848,na,0
00008849,cmpt_8849,35.19.96,00008848,cmpt_8848,65.27.68,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_8848,00008849,na,0
00008850,cmpt_8850,13.7.74,00000022,cmpt_22,40.67.44,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_22,00008850,na,0
00008851,cmpt_8851,53.72.69,00008850,cmpt_8850,13.7.74,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_8850,00008851,na,0
00008852,cmpt_8852,31.28.91,00008851,cmpt_8851,53.72.69,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_8851,00008852,na,0
00008853,cmpt_8853,21.25.98,00008852,cmpt_8852,31.28.91,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_8852,00008853,na,0
00008854,cmpt_8854,1.52.82,00008853,cmpt_8853,21.25.98,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_8853,00008854,na,0
00008855,cmpt_8855,26.86.96,00008854,cmpt_8854,1.52.82,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_8854,00008855,na,0
00008856,cmpt_8856,51.92.15,00000022,cmpt_22,40.67.44,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_22,00008856,na,0
00008857,cmpt_8857,15.55.67,00008856,cmpt_8856,51.92.15,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_8856,00008857,na,0
00008858,cmpt_8858,44.48.62,00008857,cmpt_8857,15.55.67,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_8857,00008858,na,0
00008859,cmpt_8859,59.40.21,00008858,cmpt_8858,44.48.62,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_8858,00008859,na,0
00008860,cmpt_8860,17.52.86,00008859,cmpt_8859,59.40.21,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_8859,00008860,na,0
00008861,cmpt_8861,72.12.64,00008860,cmpt_8860,17.52.86,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_8860,00008861,na,0
00008862,cmpt_8862,42.97.12,00000022,cmpt_22,40.67.44,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_22,00008862,na,0
00008863,cmpt_8863,13.88.10,00008862,cmpt_8862,42.97.12,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_8862,00008863,na,0
00008864,cmpt_8864,31.94.26,00008863,cmpt_8863,13.88.10,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_8863,00008864,na,0
00008865,cmpt_8865,93.76.37,00008864,cmpt_8864,31.94.26,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_8864,00008865,na,0
00008866,cmpt_8866,56.97.13,00008865,cmpt_8865,93.76.37,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_8865,00008866,na,0
00008867,cmpt_8867,77.57.83,00008866,cmpt_8866,56.97.13,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_8866,00008867,na,0
00008868,cmpt_8868,58.38.12,00000022,cmpt_22,40.67.44,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_22,00008868,na,0
00008869,cmpt_8869,79.49.11,00008868,cmpt_8868,58.38.12,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_8868,00008869,na,0
00008870,cmpt_8870,68.38.84,00008869,cmpt_8869,79.49.11,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_8869,00008870,na,0
00008871,cmpt_8871,26.44.39,00008870,cmpt_8870,68.38.84,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_8870,00008871,na,0
00008872,cmpt_8872,26.48.51,00008871,cmpt_8871,26.44.39,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_8871,00008872,na,0
00008873,cmpt_8873,85.42.33,00008872,cmpt_8872,26.48.51,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_8872,00008873,na,0
00008874,cmpt_8874,28.17.98,00000022,cmpt_22,40.67.44,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_22,00008874,na,0
00008875,cmpt_8875,6.88.14,00008874,cmpt_8874,28.17.98,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_8874,00008875,na,0
00008876,cmpt_8876,2.21.1,00008875,cmpt_8875,6.88.14,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_8875,00008876,na,0
00008877,cmpt_8877,32.100.93,00008876,cmpt_8876,2.21.1,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_8876,00008877,na,0
00008878,cmpt_8878,19.66.55,00008877,cmpt_8877,32.100.93,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_8877,00008878,na,0
00008879,cmpt_8879,9.5.89,00008878,cmpt_8878,19.66.55,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_8878,00008879,na,0
00008880,cmpt_8880,26.61.5,00000022,cmpt_22,40.67.44,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_22,00008880,na,0
00008881,cmpt_8881,40.90.88,00008880,cmpt_8880,26.61.5,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_8880,00008881,na,0
00008882,cmpt_8882,87.63.90,00008881,cmpt_8881,40.90.88,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_8881,00008882,na,0
00008883,cmpt_8883,33.9.60,00008882,cmpt_8882,87.63.90,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_8882,00008883,na,0
00008884,cmpt_8884,96.14.11,00008883,cmpt_8883,33.9.60,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_8883,00008884,na,0
00008885,cmpt_8885,6.32.82,00008884,cmpt_8884,96.14.11,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_8884,00008885,na,0
00008886,cmpt_8886,41.87.100,00000022,cmpt_22,40.67.44,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_22,00008886,na,0
00008887,cmpt_8887,2.69.27,00008886,cmpt_8886,41.87.100,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_8886,00008887,na,0
00008888,cmpt_8888,80.7.99,00008887,cmpt_8887,2.69.27,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_8887,00008888,na,0
00008889,cmpt_8889,93.14.13,00008888,cmpt_8888,80.7.99,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_8888,00008889,na,0
00008890,cmpt_8890,83.84.70,00008889,cmpt_8889,93.14.13,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_8889,00008890,na,0
00008891,cmpt_8891,24.30.27,00008890,cmpt_8890,83.84.70,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_8890,00008891,na,0
00008892,cmpt_8892,89.83.56,00000022,cmpt_22,40.67.44,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_22,00008892,na,0
00008893,cmpt_8893,72.27.42,00008892,cmpt_8892,89.83.56,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_8892,00008893,na,0
00008894,cmpt_8894,72.84.85,00008893,cmpt_8893,72.27.42,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_8893,00008894,na,0
