cmpt_id,cmpt_name,cmpt_version,app_id,app_name,app_version,license,status,requester,description,monitoring_id,monitoring_digest,issue_count
00002400,cmpt_2400,28.65.70,00000006,cmpt_6,28.65.70,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_6,00002400,na,0
00002401,cmpt_2401,75.83.49,00002400,cmpt_2400,28.65.70,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_2400,00002401,na,0
00002402,cmpt_2402,71.97.39,00002401,cmpt_2401,75.83.49,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_2401,00002402,na,0
00002403,cmpt_2403,40.74.50,00002402,cmpt_2402,71.97.39,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_2402,00002403,na,0
00002404,cmpt_2404,69.55.70,00002403,cmpt_2403,40.74.50,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_2403,00002404,na,0
00002405,cmpt_2405,86.89.20,00002404,cmpt_2404,69.55.70,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_2404,00002405,na,0
00002406,cmpt_2406,1.61.45,00000006,cmpt_6,28.65.70,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_6,00002406,na,0
00002407,cmpt_2407,63.35.96,00002406,cmpt_2406,1.61.45,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_2406,00002407,na,0
00002408,cmpt_2408,44.42.59,00002407,cmpt_2407,63.35.96,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_2407,00002408,na,0
00002409,cmpt_2409,15.61.82,00002408,cmpt_2408,44.42.59,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_2408,00002409,na,0
00002410,cmpt_2410,93.95.32,00002409,cmpt_2409,15.61.82,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_2409,00002410,na,0
00002411,cmpt_2411,92.69.20,00002410,cmpt_2410,93.95.32,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_2410,00002411,na,0
00002412,cmpt_2412,76.37.15,00000006,cmpt_6,28.65.70,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_6,00002412,na,0
00002413,cmpt_2413,26.48.18,00002412,cmpt_2412,76.37.15,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_2412,00002413,na,0
00002414,cmpt_2414,87.61.28,00002413,cmpt_2413,26.48.18,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_2413,00002414,na,0
00002415,cmpt_2415,76.10.96,00002414,cmpt_2414,87.61.28,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_2414,00002415,na,0
00002416,cmpt_2416,54.33.85,00002415,cmpt_2415,76.10.96,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_2415,00002416,na,0
00002417,cmpt_2417,80.97.69,00002416,cmpt_2416,54.33.85,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_2416,00002417,na,0
00002418,cmpt_2418,99.38.62,00000006,cmpt_6,28.65.70,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_6,00002418,na,0
00002419,cmpt_2419,13.92.91,00002418,cmpt_2418,99.38.62,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_2418,00002419,na,0
00002420,cmpt_2420,77.55.1,00002419,cmpt_2419,13.92.91,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_2419,00002420,na,0
00002421,cmpt_2421,26.76.77,00002420,cmpt_2420,77.55.1,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_2420,00002421,na,0
00002422,cmpt_2422,97.19.89,00002421,cmpt_2421,26.76.77,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_2421,00002422,na,0
00002423,cmpt_2423,71.22.52,00002422,cmpt_2422,97.19.89,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_2422,00002423,na,0
