cmpt_id,cmpt_name,cmpt_version,app_id,app_name,app_version,license,status,requester,description,monitoring_id,monitoring_digest,issue_count
00000800,cmpt_800,12.55.71,00000002,cmpt_2,12.55.71,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_2,00000800,na,0
00000801,cmpt_801,65.93.81,00000800,cmpt_800,12.55.71,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_800,00000801,na,0
00000802,cmpt_802,68.6.92,00000801,cmpt_801,65.93.81,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_801,00000802,na,0
00000803,cmpt_803,63.23.82,00000802,cmpt_802,68.6.92,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_802,00000803,na,0
00000804,cmpt_804,93.89.10,00000002,cmpt_2,12.55.71,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_2,00000804,na,0
00000805,cmpt_805,27.9.32,00000804,cmpt_804,93.89.10,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_804,00000805,na,0
00000806,cmpt_806,64.60.94,00000805,cmpt_805,27.9.32,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_805,00000806,na,0
00000807,cmpt_807,53.65.55,00000806,cmpt_806,64.60.94,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_806,00000807,na,0
00000808,cmpt_808,82.53.1,00000807,cmpt_807,53.65.55,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_807,00000808,na,0
00000809,cmpt_809,54.69.57,00000808,cmpt_808,82.53.1,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_808,00000809,na,0
00000810,cmpt_810,86.20.39,00000002,cmpt_2,12.55.71,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_2,00000810,na,0
00000811,cmpt_811,66.11.87,00000810,cmpt_810,86.20.39,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_810,00000811,na,0
00000812,cmpt_812,88.43.30,00000811,cmpt_811,66.11.87,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_811,00000812,na,0
00000813,cmpt_813,23.24.11,00000812,cmpt_812,88.43.30,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_812,00000813,na,0
00000814,cmpt_814,30.97.41,00000813,cmpt_813,23.24.11,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_813,00000814,na,0
00000815,cmpt_815,22.53.31,00000814,cmpt_814,30.97.41,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_814,00000815,na,0
00000816,cmpt_816,22.16.69,00000002,cmpt_2,12.55.71,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_2,00000816,na,0
00000817,cmpt_817,43.5.56,00000816,cmpt_816,22.16.69,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_816,00000817,na,0
00000818,cmpt_818,12.28.64,00000817,cmpt_817,43.5.56,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_817,00000818,na,0
00000819,cmpt_819,52.7.19,00000818,cmpt_818,12.28.64,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_818,00000819,na,0
00000820,cmpt_820,45.27.35,00000819,cmpt_819,52.7.19,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_819,00000820,na,0
00000821,cmpt_821,22.31.50,00000820,cmpt_820,45.27.35,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_820,00000821,na,0
00000822,cmpt_822,96.53.34,00000002,cmpt_2,12.55.71,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_2,00000822,na,0
00000823,cmpt_823,19.51.83,00000822,cmpt_822,96.53.34,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_822,00000823,na,0
00000824,cmpt_824,16.51.85,00000823,cmpt_823,19.51.83,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_823,00000824,na,0
00000825,cmpt_825,4.79.29,00000824,cmpt_824,16.51.85,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_824,00000825,na,0
00000826,cmpt_826,83.87.98,00000825,cmpt_825,4.79.29,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_825,00000826,na,0
