cmpt_id,cmpt_name,cmpt_version,app_id,app_name,app_version,license,status,requester,description,monitoring_id,monitoring_digest,issue_count
00005600,cmpt_5600,60.4.87,00000014,cmpt_14,60.4.87,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_14,00005600,na,0
00005601,cmpt_5601,5.23.50,00005600,cmpt_5600,60.4.87,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_5600,00005601,na,0
00005602,cmpt_5602,61.53.46,00005601,cmpt_5601,5.23.50,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_5601,00005602,na,0
00005603,cmpt_5603,83.25.44,00005602,cmpt_5602,61.53.46,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_5602,00005603,na,0
00005604,cmpt_5604,4.52.34,00000014,cmpt_14,60.4.87,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_14,00005604,na,0
00005605,cmpt_5605,38.86.36,00005604,cmpt_5604,4.52.34,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_5604,00005605,na,0
00005606,cmpt_5606,24.48.40,00005605,cmpt_5605,38.86.36,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_5605,00005606,na,0
00005607,cmpt_5607,52.72.37,00005606,cmpt_5606,24.48.40,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_5606,00005607,na,0
00005608,cmpt_5608,60.8.14,00005607,cmpt_5607,52.72.37,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_5607,00005608,na,0
00005609,cmpt_5609,96.30.61,00005608,cmpt_5608,60.8.14,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_5608,00005609,na,0
00005610,cmpt_5610,89.88.40,00000014,cmpt_14,60.4.87,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_14,00005610,na,0
00005611,cmpt_5611,63.94.16,00005610,cmpt_5610,89.88.40,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_5610,00005611,na,0
00005612,cmpt_5612,94.25.84,00005611,cmpt_5611,63.94.16,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_5611,00005612,na,0
00005613,cmpt_5613,30.35.97,00005612,cmpt_5612,94.25.84,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_5612,00005613,na,0
