cmpt_id,cmpt_name,cmpt_version,app_id,app_name,app_version,license,status,requester,description,monitoring_id,monitoring_digest,issue_count
00001600,cmpt_1600,14.59.96,00000004,cmpt_4,14.59.96,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_4,00001600,na,0
00001601,cmpt_1601,36.51.81,00001600,cmpt_1600,14.59.96,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_1600,00001601,na,0
00001602,cmpt_1602,94.40.81,00000004,cmpt_4,14.59.96,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_4,00001602,na,0
00001603,cmpt_1603,59.28.22,00001602,cmpt_1602,94.40.81,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_1602,00001603,na,0
00001604,cmpt_1604,9.86.86,00001603,cmpt_1603,59.28.22,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_1603,00001604,na,0
00001605,cmpt_1605,43.44.92,00001604,cmpt_1604,9.86.86,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_1604,00001605,na,0
00001606,cmpt_1606,98.48.29,00001605,cmpt_1605,43.44.92,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_1605,00001606,na,0
00001607,cmpt_1607,3.76.88,00001606,cmpt_1606,98.48.29,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_1606,00001607,na,0
00001608,cmpt_1608,59.56.30,00000004,cmpt_4,14.59.96,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_4,00001608,na,0
00001609,cmpt_1609,62.24.86,00001608,cmpt_1608,59.56.30,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_1608,00001609,na,0
00001610,cmpt_1610,43.10.62,00001609,cmpt_1609,62.24.86,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_1609,00001610,na,0
00001611,cmpt_1611,51.69.35,00001610,cmpt_1610,43.10.62,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_1610,00001611,na,0
00001612,cmpt_1612,52.45.51,00001611,cmpt_1611,51.69.35,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_1611,00001612,na,0
00001613,cmpt_1613,59.54.11,00001612,cmpt_1612,52.45.51,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_1612,00001613,na,0
00001614,cmpt_1614,84.47.37,00000004,cmpt_4,14.59.96,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_4,00001614,na,0
00001615,cmpt_1615,23.97.10,00001614,cmpt_1614,84.47.37,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_1614,00001615,na,0
