cmpt_id,cmpt_name,cmpt_version,app_id,app_name,app_version,license,status,requester,description,monitoring_id,monitoring_digest,issue_count
00005200,cmpt_5200,83.42.97,00000013,cmpt_13,83.42.97,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_13,00005200,na,0
00005201,cmpt_5201,63.16.4,00005200,cmpt_5200,83.42.97,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_5200,00005201,na,0
00005202,cmpt_5202,11.89.89,00000013,cmpt_13,83.42.97,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_13,00005202,na,0
00005203,cmpt_5203,34.79.25,00005202,cmpt_5202,11.89.89,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_5202,00005203,na,0
00005204,cmpt_5204,92.24.76,00005203,cmpt_5203,34.79.25,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_5203,00005204,na,0
00005205,cmpt_5205,54.20.88,00005204,cmpt_5204,92.24.76,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_5204,00005205,na,0
00005206,cmpt_5206,93.91.39,00005205,cmpt_5205,54.20.88,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_5205,00005206,na,0
00005207,cmpt_5207,55.77.63,00005206,cmpt_5206,93.91.39,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_5206,00005207,na,0
00005208,cmpt_5208,73.18.67,00000013,cmpt_13,83.42.97,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_13,00005208,na,0
00005209,cmpt_5209,12.79.88,00005208,cmpt_5208,73.18.67,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_5208,00005209,na,0
00005210,cmpt_5210,74.62.86,00005209,cmpt_5209,12.79.88,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_5209,00005210,na,0
00005211,cmpt_5211,30.45.77,00005210,cmpt_5210,74.62.86,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_5210,00005211,na,0
00005212,cmpt_5212,21.91.12,00005211,cmpt_5211,30.45.77,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_5211,00005212,na,0
00005213,cmpt_5213,36.99.31,00005212,cmpt_5212,21.91.12,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_5212,00005213,na,0
00005214,cmpt_5214,66.3.37,00000013,cmpt_13,83.42.97,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_13,00005214,na,0
00005215,cmpt_5215,35.37.92,00005214,cmpt_5214,66.3.37,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_5214,00005215,na,0
00005216,cmpt_5216,90.90.94,00005215,cmpt_5215,35.37.92,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_5215,00005216,na,0
00005217,cmpt_5217,77.3.45,00005216,cmpt_5216,90.90.94,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_5216,00005217,na,0
00005218,cmpt_5218,12.61.55,00005217,cmpt_5217,77.3.45,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_5217,00005218,na,0
00005219,cmpt_5219,38.97.63,00005218,cmpt_5218,12.61.55,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_5218,00005219,na,0
00005220,cmpt_5220,1.36.6,00000013,cmpt_13,83.42.97,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_13,00005220,na,0
00005221,cmpt_5221,43.2.47,00005220,cmpt_5220,1.36.6,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_5220,00005221,na,0
00005222,cmpt_5222,30.49.81,00005221,cmpt_5221,43.2.47,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_5221,00005222,na,0
00005223,cmpt_5223,37.98.88,00005222,cmpt_5222,30.49.81,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_5222,00005223,na,0
00005224,cmpt_5224,90.45.59,00005223,cmpt_5223,37.98.88,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_5223,00005224,na,0
00005225,cmpt_5225,28.77.53,00005224,cmpt_5224,90.45.59,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_5224,00005225,na,0
00005226,cmpt_5226,34.58.27,00000013,cmpt_13,83.42.97,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_13,00005226,na,0
00005227,cmpt_5227,98.66.46,00005226,cmpt_5226,34.58.27,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_5226,00005227,na,0
00005228,cmpt_5228,88.31.51,00005227,cmpt_5227,98.66.46,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_5227,00005228,na,0
00005229,cmpt_5229,55.92.4,00005228,cmpt_5228,88.31.51,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_5228,00005229,na,0
00005230,cmpt_5230,90.64.6,00005229,cmpt_5229,55.92.4,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_5229,00005230,na,0
00005231,cmpt_5231,19.52.2,00005230,cmpt_5230,90.64.6,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_5230,00005231,na,0
00005232,cmpt_5232,88.57.5,00000013,cmpt_13,83.42.97,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_13,00005232,na,0
