cmpt_id,cmpt_name,cmpt_version,app_id,app_name,app_version,license,status,requester,description,monitoring_id,monitoring_digest,issue_count
00004400,cmpt_4400,4.100.99,00000011,cmpt_11,4.100.99,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_11,00004400,na,0
00004401,cmpt_4401,58.47.82,00004400,cmpt_4400,4.100.99,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_4400,00004401,na,0
00004402,cmpt_4402,70.90.32,00004401,cmpt_4401,58.47.82,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_4401,00004402,na,0
00004403,cmpt_4403,21.93.5,00004402,cmpt_4402,70.90.32,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_4402,00004403,na,0
00004404,cmpt_4404,77.61.92,00000011,cmpt_11,4.100.99,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_11,00004404,na,0
00004405,cmpt_4405,51.17.55,00004404,cmpt_4404,77.61.92,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_4404,00004405,na,0
00004406,cmpt_4406,52.4.81,00004405,cmpt_4405,51.17.55,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_4405,00004406,na,0
00004407,cmpt_4407,63.70.27,00004406,cmpt_4406,52.4.81,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_4406,00004407,na,0
00004408,cmpt_4408,67.82.33,00004407,cmpt_4407,63.70.27,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_4407,00004408,na,0
00004409,cmpt_4409,5.15.74,00004408,cmpt_4408,67.82.33,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_4408,00004409,na,0
00004410,cmpt_4410,10.72.21,00000011,cmpt_11,4.100.99,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_11,00004410,na,0
00004411,cmpt_4411,84.45.1,00004410,cmpt_4410,10.72.21,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_4410,00004411,na,0
00004412,cmpt_4412,22.75.85,00004411,cmpt_4411,84.45.1,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_4411,00004412,na,0
00004413,cmpt_4413,33.40.73,00004412,cmpt_4412,22.75.85,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_4412,00004413,na,0
00004414,cmpt_4414,39.12.53,00004413,cmpt_4413,33.40.73,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_4413,00004414,na,0
00004415,cmpt_4415,26.21.50,00004414,cmpt_4414,39.12.53,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_4414,00004415,na,0
00004416,cmpt_4416,26.73.39,00000011,cmpt_11,4.100.99,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_11,00004416,na,0
00004417,cmpt_4417,85.55.54,00004416,cmpt_4416,26.73.39,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_4416,00004417,na,0
00004418,cmpt_4418,16.71.20,00004417,cmpt_4417,85.55.54,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_4417,00004418,na,0
00004419,cmpt_4419,35.5.25,00004418,cmpt_4418,16.71.20,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_4418,00004419,na,0
00004420,cmpt_4420,79.51.46,00004419,cmpt_4419,35.5.25,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_4419,00004420,na,0
