cmpt_id,cmpt_name,cmpt_version,app_id,app_name,app_version,license,status,requester,description,monitoring_id,monitoring_digest,issue_count
00002800,cmpt_2800,50.55.15,00000007,cmpt_7,50.55.15,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_7,00002800,na,0
00002801,cmpt_2801,92.10.58,00002800,cmpt_2800,50.55.15,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_2800,00002801,na,0
00002802,cmpt_2802,39.82.28,00000007,cmpt_7,50.55.15,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_7,00002802,na,0
00002803,cmpt_2803,71.42.94,00002802,cmpt_2802,39.82.28,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_2802,00002803,na,0
00002804,cmpt_2804,3.42.40,00002803,cmpt_2803,71.42.94,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_2803,00002804,na,0
00002805,cmpt_2805,46.13.92,00002804,cmpt_2804,3.42.40,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_2804,00002805,na,0
00002806,cmpt_2806,17.21.91,00002805,cmpt_2805,46.13.92,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_2805,00002806,na,0
00002807,cmpt_2807,100.68.35,00002806,cmpt_2806,17.21.91,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_2806,00002807,na,0
00002808,cmpt_2808,8.7.94,00000007,cmpt_7,50.55.15,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_7,00002808,na,0
00002809,cmpt_2809,50.55.7,00002808,cmpt_2808,8.7.94,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_2808,00002809,na,0
00002810,cmpt_2810,45.72.77,00002809,cmpt_2809,50.55.7,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_2809,00002810,na,0
00002811,cmpt_2811,62.19.88,00002810,cmpt_2810,45.72.77,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_2810,00002811,na,0
00002812,cmpt_2812,91.46.80,00002811,cmpt_2811,62.19.88,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_2811,00002812,na,0
00002813,cmpt_2813,78.8.61,00002812,cmpt_2812,91.46.80,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_2812,00002813,na,0
00002814,cmpt_2814,82.73.49,00000007,cmpt_7,50.55.15,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_7,00002814,na,0
00002815,cmpt_2815,81.85.72,00002814,cmpt_2814,82.73.49,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_2814,00002815,na,0
00002816,cmpt_2816,75.48.24,00002815,cmpt_2815,81.85.72,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_2815,00002816,na,0
00002817,cmpt_2817,63.14.83,00002816,cmpt_2816,75.48.24,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_2816,00002817,na,0
00002818,cmpt_2818,58.78.13,00002817,cmpt_2817,63.14.83,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_2817,00002818,na,0
00002819,cmpt_2819,9.90.4,00002818,cmpt_2818,58.78.13,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_2818,00002819,na,0
00002820,cmpt_2820,20.34.39,00000007,cmpt_7,50.55.15,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_7,00002820,na,0
00002821,cmpt_2821,1.83.25,00002820,cmpt_2820,20.34.39,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_2820,00002821,na,0
00002822,cmpt_2822,23.62.70,00002821,cmpt_2821,1.83.25,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_2821,00002822,na,0
00002823,cmpt_2823,69.84.96,00002822,cmpt_2822,23.62.70,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_2822,00002823,na,0
00002824,cmpt_2824,45.60.50,00002823,cmpt_2823,69.84.96,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_2823,00002824,na,0
00002825,cmpt_2825,42.80.4,00002824,cmpt_2824,45.60.50,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_2824,00002825,na,0
00002826,cmpt_2826,80.63.42,00000007,cmpt_7,50.55.15,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_7,00002826,na,0
00002827,cmpt_2827,26.4.56,00002826,cmpt_2826,80.63.42,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_2826,00002827,na,0
00002828,cmpt_2828,96.93.31,00002827,cmpt_2827,26.4.56,GPLv3,approved,Nate's Buffer Builder,Description of cmpt_2827,00002828,na,0
